Feature_ID,b_numbers,background_2,background_3,background_4,pex_1,TPII_1,LL37_2,PLEU_1,NT_6,pex_2,LL37_3,Ind_3,PXB_1,CAP18_1,HBD3_1,PR39_1,Ind_1,PGLA_1,NT_4,PGLA_2,NT_2,NT_3,PROA_3,Bac5_2,background_1,R8_1,R8_2,PROA_2,PROA_1,NT_1,AP_2,TPII_2,CAP18_2,background_5,Bac5_3,PR39_2,CP1_1,CP1_2,PXB_3
yfjW,b2642,94.83783794,73.56773583,98.18068715,94.19028952,164.9109144,150.5014327,508.3501419,202.641983,100.498334,164.2131914,16.69081494,120.3473981,142.6186077,168.599709,70.83974083,11.24746109,547.7721282,170.3897242,732.7644564,130.8177137,101.9432077,11.54179755,91.25261303,26.81928083,275.3592262,399.1574983,17.69225188,30.11911549,75.26645251,68.34543631,66.29385482,80.66709871,17.78631528,44.55243432,20.03294505,47.32280062,44.53411675,55.09456226
yphB,b2544,94.58753609,92.48564332,97.49410892,91.15391881,88.95361651,83.13587692,49.29617766,31.62857429,79.60736817,44.51751276,34.87290544,34.23942199,90.79556196,44.53073086,37.25027041,49.45150514,61.41894132,76.71048535,82.87872349,52.94982415,52.86129057,63.46920814,39.05196634,34.89885798,21.81971535,29.83393673,67.93441992,79.48300026,68.09523089,83.01334974,99.5101169,561.6905694,38.18862469,40.08861288,35.72638443,25.82130695,38.6716691,58.25003547
gltI,b0655,93.62804399,121.5470518,130.9574334,235.5648864,256.093427,254.9189062,192.4102776,318.4355993,288.259453,1014.135387,193.0185331,312.3923501,389.9828188,379.3425924,202.2065905,175.0639928,178.1633303,180.387352,127.4836615,198.5066208,185.7357589,160.1904219,86.67395789,72.18986922,149.1543384,187.7225858,152.2358783,120.6005169,245.452681,175.8928698,171.5516398,221.888582,41.22284076,104.841035,136.9757433,219.7606685,201.8055961,219.8277075
yneE,b1520,91.62995136,103.5000188,114.755361,178.5611928,287.3754594,193.2035446,255.9702471,395.6886698,90.853181180000007,370.0908689,265.7396634,124.7801951,50.74246199,304.6467668,360.6193899,319.4807891,127.9626347,228.3215883,102.2181969,302.8595992,281.0821451,53.94225734,402.1290744,17.50223937,111.4383572,249.6370256,64.54605152,83.68729554,234.1668396,132.8266548,451.563687,119.2610023,25.89645093,311.283782,364.2154323,221.5243065,189.0541377,193.0918893
trpD,b1263,91.25685846,85.01226063,86.49853272,243.7624846,123.45289,154.2075009,128.2548833,104.7754974,247.5168547,140.2602898,45.1781457,111.1441264,186.3401171,153.1384794,49.83167405,52.03712575,123.4127722,141.9114278,115.7307977,158.1946981,146.6893543,346.1053984,67.86066923,30.83674395,53.00641928,54.95918562,350.3842211,303.4358216,139.6387973,248.9471537,120.5951101,98.60522352,11.39394031,33.06093297,70.16677977,45.93190491,52.41479137,125.81536
yfjD,b4461,90.92723503,54.71625525,52.95134587,36.59121111,148.3220905,41.4282798,50.37234937,267.5766947,27.38725732,347.6703599,15.56253141,16.56233418,30.55054464,46.18968876,263.113304,5.565601052,82.89847831,125.3319909,28.94716156,208.9385663,202.0233563,6.318290822,621.2180056,21.85167869,119.0592633,30.93703221,27.07281647,31.90239179,151.5440569,80.19210205,192.48196,175.6816665,26.76050826,198.299542,112.5830616,53.82705332,38.53525687,52.9362995
mlaC,b3192,87.61856205,116.9272936,179.8122481,5340.337206,8621.496533,31597.95145,2315.82478,237.0734973,2578.096153,3551.514773,412.5465579,120.5779954,1735.937964,493.9316717,280.1104214,215.5088142,1114.619571,201.8464781,1148.109968,192.5865384,196.1468907,277.4177413,948.8623666,159.064588,455.4260148,610.9745669,244.3916723,178.5006538,200.0663033,239.8662848,8740.421923,1172.819476,15.16260496,472.3881555,281.4945575,312.6511103,186.0230614,132.7481532
bglJ,b4366,85.17962219,107.8932506,274.7953424,25689.45288,591.067399,10250.16411,6145.205634,340.4451053,3375.251962,4580.729935,185.5191466,89.25819434,726.4418777,458.7059356,74.55249627,159.6140103,3019.705455,359.3245613,9334.860974,329.4729726,308.504904,515.7234991,72.66611706,15.55481774,863.1040564,1472.114048,375.0408327,247.9853376,349.2281418,264.5187617,433.2886257,21008.6787,10.97228202,42.08895007,93.81443342,55.95359619,75.79271602,205.7784609
ompT,b0565,82.57385697,134.5857012,439.0300754,53606.26659,133.6490032,1849.440262,1464.939544,239.6751269,13254.8963,2954.84291,67.18315447,28.5072577,1294.088754,73.64205094,35.75483554,33.8888625,114.5111265,193.5673909,124.1422164,125.9314274,144.9225649,815.8995521,23.96942481,12.69241243,20.2607318,15.69015323,484.8979444,1654.816188,140.2718018,77.73854949,54.37927016,2616.459245,160.8680184,190.7612862,140.8116351,251.0814139,370.7934423,113.1007432
yjaH,b4001,80.79310354,62.36396609,60.93381807,22.36995065,28.283077,30.00182574,5.152725467,62.85122199,30.09903235,13.02904792,10.93536151,5.984398692,8.113237311,6.261811254,9.649397727,7.231909848,4.454602139,66.17037327,6.19789725,29.66784301,60.10526579,105.4222277,6.570928525,28.62146062,16.50171297,19.35569765,132.7869012,57.51712469,54.15519289,67.66066948,64.83404823,69.7279362,10.68851611,9.28311911,10.23265538,7.372862667,7.726663211,22.01275794
yidD,b4557,79.52357017,61.17733672,94.09315163,57.36675257,269.4948195,98.2222789,192.4667402,158.7296571,52.84274561,184.7787367,37.26321474,72.17299435,57.55436908,81.75886768,124.6744705,42.02011303,171.0664723,103.4818106,119.3193496,116.4133544,133.0602338,63.76894763,54.79015244,25.73712738,79.26063835,247.1527533,127.3869115,70.81774541,129.4247407,88.53079661,184.4195835,48.92859618,36.30965335,110.6058455,86.62061766,247.1991031,211.9142205,102.3413526
hyi,b0508,78.89053541,40.62742052,39.14821362,123.6910375,188.4990792,129.1528158,191.7236253,184.0703167,135.6623911,159.3898839,98.98491021,206.8538737,259.2059241,219.2011098,106.4512302,179.6400392,227.4426976,190.1295145,152.4217174,172.4358766,161.0355325,234.1336074,96.5827318,21.61614741,81.47827614,158.353023,258.5606317,154.0349711,208.6892551,172.0229464,193.9793581,229.2570259,18.08473082,135.8178868,122.3177647,150.9545848,122.2741967,217.7369718
rob,b4396,77.73606719,99.0845671,102.8730942,528.9250554,96.94089513,876.8688953,743.895012,136.222223,253.0229767,463.3873956,7576.018455,1926.272332,88.46433572,40.6767259,370.9431631,521.1425496,10.90067347,205.0961908,10.81814793,187.9862416,165.3838165,419.0805259,44.92125682,28.28473755,6541.118028,6543.430161,235.4659702,356.5471811,177.076577,435.9453914,55.39562216,43.52957867,20.58529028,71.78945445,139.1641132,372.8561977,152.1294134,225.5605154
degQ,b3234,74.61901383,153.0981427,141.1098945,59.71618839,74.72049347,69.65165813,83.48666931,86.63255409,78.75536285,100.9473652,74.08379262,168.5327718,93.86894319,81.42991182,74.15691346,47.26604506,47.72722333,46.67649942,60.91633461,50.08518633,50.18938644,44.23576928,40.26920711,18.84467686,11.87671425,12.25483547,27.27619102,40.0679349,34.57949029,42.46295194,47.12249119,53.93113978,33.03091788,37.7839234,32.85220939,38.98470429,32.75924461,71.24771335
baeR,b2079,73.57182917,92.36157123,95.06686969,90.39197313,204.8259381,91.13071188,119.8103239,70.37354093,36.33373279,28.3101826,6586.015508,37.27650833,18.80246176,11.57369795,90.93487895,1775.80435,59.78321797,67.3919924,37.15465224,37.97170552,45.14689112,50.48108899,23.28949243,8.643955887,48.81875048,69.56271754,62.8886684,46.85084654,47.58430048,56.16338227,46.70350046,29.48799489,12.19479693,45.42693695,65.8966023,57.28718663,70.66209841,50.94786457
cusC,b0572,70.9748614,71.57563446,66.62807007,54.69898548,50.34095369,54.15007103,41.96260538,90.7701751,57.11451512,56.00458625,39.64979618,46.89751742,41.70647496,42.37687602,42.576221,26.9113528,23.09573326,82.42017423,23.40388989,67.6271356,71.81512321,41.01467123,28.74618195,23.31084283,11.00934392,12.63708237,35.96964373,24.35413265,46.21150014,40.4304479,36.63972116,41.24151251,158.6180631,115.5998311,92.58542338,115.643098,107.4159895,125.7404402
rlmL,b0948,70.14017154,78.86983053,84.31922933,112.7411256,312.3831842,148.9960714,223.4159517,207.5650779,181.63399,250.7380832,292.1248748,234.3204302,201.1087773,202.0197482,172.9652917,266.2931802,181.2524719,156.6579188,158.8899447,195.148649,186.7036281,177.8098591,149.4293556,120.1984794,107.4549319,155.0071081,228.9501082,171.1252464,197.3115012,244.0143394,295.3252035,299.0127277,334.0542796,271.6357736,372.3929663,463.5149906,607.0199487,325.0487741
hcp,b0873,69.10894205,36.17431379,41.93485266,70.23495877,91.44542908,67.69957204,60.41414151,80.14175973,78.45361816,78.05673217,45.31662277,74.99952293,181.0532958,111.4734231,96.7612736,63.00838053,42.36699,71.3354647,35.23015279,76.22790285,64.80076802,93.46712975,44.64458615,15.59559464,65.07479106,41.83547282,81.7725133,75.63385465,76.6704391,92.80152335,81.33852667,138.3103572,14.66806109,40.06398774,61.50735867,42.57412427,56.57182655,81.24753657
ynaJ,b1332,67.74230051,48.23597703,71.42010304,376.2364942,153.2970532,116.2951782,115.4800441,103.4147766,112.1297285,221.9353305,85.39486712,213.6700491,272.369972,74.32624335,47.26669486,253.6213965,356.2706696,99.17006846,245.4786619,102.7711644,106.8844501,100.4177681,97.494241830000007,27.251076050000002,82.51792486,80.06356797,77.581502510000007,114.5815207,90.20512229,153.0161917,149.9152743,246.8175852,19.22275765,83.47610983,41.88249645,135.6753698,118.1161229,161.7246065
mscS,b2924,63.8391563,69.44964076,76.09296306,121.2232505,319.2426437,343.5356717,97.72362746,121.070958,102.7305727,111.0393961,165.6287141,50.08300213,70.68536293,171.8991553,96.06574432,159.8657187,56.76764554,83.98131839,51.92334066,104.1052787,99.35245196,63.03597122,155.7291328,110.6923306,115.1740191,94.9216002,69.74225662,65.56941937,136.0319482,728.7120029,900.5860995,799.8679451,34.56077683,83.79605311,133.7732509,400.380573,296.3353327,85.18540768
gatD,b2091,63.75013637,107.8842194,79.23152367,95.83096802,144.8588868,53.16570983,115.8066767,98.646371920000007,78.25941169,77.90179855,65.80125313,55.77999283,39.37721497,56.10005425,51.78153975,111.394818,64.47128534,109.4262988,61.96922993,122.394426,106.681196,121.8937657,97.45012364,43.90014844,68.08072991,101.5148393,120.5884898,95.64511742,111.2955568,101.309444,111.4643826,67.36886441,25.67343009,51.20429388,61.57286582,75.7016035,109.6330132,80.78948059
relA,b2784,63.01266105,45.90353184,53.13101775,107.6752895,47.02782082,112.1142052,167.4962976,63.85341911,62.78503597,75.11926932,184.9655948,55.79831605,72.24028115,170.1948532,35.50542078,60.97952357,125.256448,65.4018933,137.7377727,67.61154802,72.43528392,51.2748974,33.57708394,18.69980625,26.06995125,56.39104254,48.42721082,86.15829707,88.17044008,146.8603341,75.2658682,83.5923721,12.69762769,19.51324098,38.45830211,21.56580002,28.20548975,49.58921451
metI,b0198,62.74336729,45.9477633,46.95817173,42.0288528,41.69736359,35.02840757,16.45090333,55.50242598,35.59110859,26.54305646,23.27526487,18.3568927,15.98939056,21.85774262,31.6179686,6.512291437,23.14566076,26.19482223,25.78407964,35.16097157,48.18905746,8.385519108,41.00390928,180.3682332,137.4933507,115.352855,58.94401618,48.65480602,61.88783819,341.488822,376.436446,374.8898066,41.28679957,52.68950785,45.81225529,24.37972806,39.28705005,61.30744295
yfeW,b2430,62.69350737,70.94082856,66.78906772,33.5825432,46.77519279,45.36198378,20.29381107,53.01493146,22.93259608,30.97190819,23.63572874,22.7172468,22.27634541,18.96911356,23.56484497,16.76319616,12.57770016,21.82237109,11.5694082,34.34277585,31.33739418,13.76647647,26.2837141,31.12817677,17.17251431,23.39888783,42.60542284,43.88999053,52.33790454,67.63365923,82.79940128,82.97490057,64.18387945,60.23712845,57.20877676,60.38725613,60.2107385,61.69816976
potC,b1124,60.85507401,95.83265532,63.64709752,69.87470073,69.96695691,63.49681148,102.3664821,133.073354,74.45161066,127.7535023,114.3793205,119.8845756,99.9668765,223.4478905,188.9633795,56.98199155,64.69209553,65.76627018,52.04107482,98.5806955,101.2294931,73.26444957,71.12382052,54.53643017,74.70043724,56.48455164,68.69387546,56.55210588,93.54988975,65.61961211,65.64124919,136.5569424,129.6186116,120.5521028,93.59983641,94.05467501,154.0797075,135.3108589
ygdR,b2833,60.14365056,38.80796281,93.4875017,43.0072043,30.51174224,19.43993816,37.79027318,120.4144659,27.3306282,59.15340737,18.29130404,21.25642984,15.27972445,29.45281523,32.28060955,9.723832419,150.7313884,85.33705474,87.74308336,81.42954669,101.9341592,129.5259683,21.83217597,44.58889916,33.25704398,30.07351014,209.8754802,104.0520544,103.9588515,72.10626018,56.06746506,125.5312659,28.93654082,29.50251553,26.91328539,18.41051421,13.64220597,40.18884165
ydjL,b1776,59.97289775,63.41233477,59.20255082,99.23122096,201.3894435,119.5302206,145.2346516,162.1797193,164.8719512,156.3693136,156.2148696,162.883899,184.6734524,160.8940133,144.2444201,179.3922732,198.2943917,144.8120806,156.2077279,155.5589662,147.357267,150.4786277,108.283045,30.10185404,80.37059578,168.7246528,128.947666,139.9110939,130.8285627,111.7998526,150.491948,92.72658004,75.98076075,75.98883758,80.49308858,111.6286028,127.6059266,105.0266737
umuD,b1183,59.70579157,48.42085359,57.10369237,70.02149632,79.54847084,84.47115986,16.42077347,47.27532645,40.37774952,24.05853582,33.38162988,65.33555278,53.77917304,26.56439243,7.153613653,27.6560948,29.96187859,25.42695917,17.27362013,21.2298461,24.11911498,55.38160329,16.3334509,32.54989639,40.01809138,304.3575924,29.41803005,18.08523803,36.74037822,66.46835999,62.85563315,42.07859271,10.49623593,17.94736361,30.40560457,21.81765483,31.29911828,51.22482515
chaA,b1216,58.66558663,44.93732478,77.30459318,65.11945536,252.6054984,74.02159403,38.58658048,74.6727951,28.6917812,42.35835274,168.8182699,22.25325367,11.20738645,19.00041693,17.65758138,130.6442771,33.95750565,89.31767901,88.51156112,113.166984,78.37677893,15.28665242,30.20966892,18.80266494,171.2309069,262.6608606,25.81091465,33.74916649,107.7577717,65.82257431,62.45335073,64.20711695,30.5306045,46.45775322,41.93436974,388.3423663,183.4374878,61.28707096
yqjE,b3099,57.5391392,59.20780992,60.6630011,180.350695,270.6718339,113.128783,136.9127601,179.2522795,182.271671,149.6975562,170.1226767,128.2512703,279.8877675,643.0796667,187.6459878,306.4022157,286.398891,260.3908967,310.3372713,265.3523844,258.4616272,237.6689582,183.2426209,39.54209635,112.7423266,166.3156243,257.4840319,267.1329053,305.4336725,113.4910569,159.1693036,446.0677153,11.56529699,156.8732523,234.6688968,232.5923617,239.0114486,148.097811
hicB,b1438,55.88333663,35.66703056,42.08378802,176.0826456,187.9589768,103.5531341,258.006973,201.6216148,185.0006072,194.4742741,151.7783459,262.0472711,256.285774,253.3411706,163.5976648,251.1597866,259.7883248,225.1535893,187.1448792,225.0797769,246.0753831,247.1554267,150.0526752,26.22725464,85.98611481,145.0176522,232.8892106,126.0305135,177.7438748,215.0404322,237.7724386,341.7414084,110.3426241,144.6118507,196.7025553,213.1537788,227.1181931,232.1700708
wecE,b3791,55.54175933,48.03937571,53.7898532,125.2547284,159.6786281,89.08682536,139.2760351,97.92858156,110.840881,164.939156,52.4188989,124.7787745,211.5451506,98.49347424,53.28655263,67.26959929,102.8791372,98.16132668,81.30947721,95.02008461,117.4322958,198.3041429,54.03784577,10.01535273,56.47115282,73.05535114,237.4979211,98.92491662,132.1867589,102.7220482,74.36746924,87.05915734,9.257290305,39.98882078,57.97599973,74.21474948,96.41819049,143.24505
deoC,b4381,55.53056139,53.70211776,72.74560435,151.0619612,191.9416949,114.1010436,178.6074899,208.4205498,174.7875432,156.1194928,127.3637571,327.3059904,185.0095483,209.8650858,209.5911692,172.7442229,190.0925876,167.7201345,117.898742,161.2436894,157.5301171,205.8366907,89.01540376,19.52993783,78.65094113,135.4832662,231.5877843,172.3925497,190.6978522,171.7228415,206.6139999,244.1996962,22.96051609,82.83398591,122.4770137,159.3024459,154.7445918,212.3024222
yrdA,b3279,55.22337479,57.42529631,17.39084105,113.9441837,173.1123479,99.72162872,122.774129,182.2336063,128.2159381,154.0546577,132.0829896,204.8357871,260.7670813,185.008429,125.7853211,169.5243865,188.2915707,194.0237335,130.7192875,141.2101855,157.8486224,185.3598289,85.02490905,14.77941241,88.32821971,144.5597426,201.6963747,120.2159723,169.1001546,109.2382002,155.4205285,194.0922475,10.921759,105.7439262,125.6680704,145.9542142,183.5650991,161.5197189
yadE,b0130,54.36624923,44.17279181,45.65577783,54.85184648,112.615884,32.14024619,135.0188086,74.40819292,35.95570044,32.01786381,22.14586177,25.69599484,16.83331839,10.20461416,49.71607537,22.34972214,61.23703853,53.72220337,41.76640648,73.63677043,79.46017375,35.05414985,29.40745484,19.05359789,21.86354261,13.1429908,49.42229049,66.427782680000007,91.10908667,49.97818051,58.14948251,53.36797124,32.70473511,40.27213299,36.93739016,23.09478585,30.11932889,36.30791376
sibC,b4446,54.27799234,99.73250441,135.795366,32.95129239,21.92957845,30.40961755,5.911478448,8.864123709,21.37645563,7.402626407,2.861282561,1.75005945,4.481597753,4.98082358,6.312012047,1.38280474,1.302690373,3.178369896,11.20451035,5.028121445,6.699754162,0,2.969718346,11.15996448,2.000904569,2.138343741,7.060327213,13.19733586,1.806903847,48.34062545,54.81595914,34.06362267,29.52066354,19.22931816,14.03335595,20.94494864,17.07224633,20.95561029
pyrE,b3642,53.6579945,69.50070909,209.5667762,24588.36216,2432.989679,158.8373585,15278.07179,4014.812916,18655.97053,11237.40597,333.8162988,19724.69653,1423.919485,1619.46591,123505.1144,178.8168996,509.063802,8545.606898,258.9952237,11150.0551,12320.95226,18555.84583,41524.89628,13.38500412,17.01703886,30.30985676,11321.70757,34904.73781,9696.656617,5290.550149,432.243476,871.2846715,1215.834431,164199.0878,33519.50133,18481.55189,15398.4615,6599.747864
nfsA,b0851,53.60233268,28.54812202,34.79042891,100.7604642,121.6466242,143.8463237,153.006178,127.0156592,116.3599291,140.8341995,104.7158182,104.035346,88.80547322,105.1277563,49.37861706,147.2696611,130.1609303,121.8594931,90.8526168,123.0023623,110.2725789,200.8781158,77.05659222,12.96593383,41.84464327,69.14865375,219.7685532,120.3924784,136.8048639,117.7870934,110.390092,139.2919759,17.91110798,71.4915729,125.6790869,75.79145487,129.3405661,95.58360433
groL,b4143,53.2124256,43.12500785,41.91003589,36.5291852,96.82254679,52.5598328,30.81960834,37.29713255,35.12989672,50.33965742,82.93723707,31.98347871,44.19013206,21.27510254,21.032375300000002,57.12570402,50.27261696,33.23104409,62.74049589,30.77320229,26.76647382,20.09343345,16.40827987,46.24575443,62.25036437,40.89728466,67.06667835,58.70824575,84.47577185,123.101785,139.5993072,108.1558647,18.90374002,18.96078487,21.91913066,83.34423627,53.51273327,43.54265647
